Emp ID,Name,Job Titles,Date of Birth,Gender,Basic Salary (LKR),EPF Contribution,Phone Number,Address
E00210,"ADKINS,  BRITTANY L",ASST CORPORATION COUNSEL,10/26/1981,F,"124,766.00",11%,727297575,7 Starling Parkway
E00211,"ADKINS,  KERRI M",POLICE COMMUNICATIONS OPERATOR I,12/16/1985,F,"113,626.00",14%,719715991,4 Blackbird Point
E00212,"ADKINS,  MARC D",POLICE OFFICER,11/7/1991,M,"81,711.00",8%,7765768,9 Monument Crossing
E00213,"ADKINS,  WILLIAM J",FIRE COMMUNICATIONS OPERATOR II,2/10/1975,F,"124,419.00",15%,764567510,292 Hansons Junction
E00214,"ADLER,  TRACY L",POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),6/8/1986,M,"134,812.00",9%,763385635,80 Eastwood Park
E00215,"ADLESICK JR,  JOSEPH D",POLICE OFFICER,9/18/1989,F,"113,071.00",13%,766096155,77162 Granby Point
E00216,"ADOLFIE,  ELIZABETH U",ADMINISTRATIVE ASST III,9/20/1972,F,"71,534.00",15%,774321942,69 Veith Plaza
E00217,"ADOLFIE JR,  WALTER S",POLICE OFFICER,8/14/1986,M,"99,494.00",15%,76369652,8 Cascade Court
E00218,"ADREANI,  JOHN J",FIRE ENGINEER-EMT,3/2/1977,M,"44,731.00",13%,72186540,002 Gateway Park
E00219,"ADRIAN,  CHERI A",SERGEANT,9/12/1994,F,"62,459.00",14%,777046471,4 Gerald Park
E00220,"ADRIAN,  JOHN P",ASST CHIEF AIRPORT OPERATIONS SUPVSR,6/13/1992,M,"80,391.00",12%,717722704,445 Golden Leaf Parkway
E00221,"AFFANEH,  MAHIR A",POLICE OFFICER,1/1/1972,M,"74,584.00",9%,721202764,29169 Kensington Parkway
E00222,"AGAR,  BULENT B",CHIEF ENGINEER OF SEWERS,4/29/1986,F,"123,659.00",13%,715588461,65187 Kinsman Lane
E00223,"AGEE,  LAWRENCE ",POLICE OFFICER,5/29/1988,F,"120,811.00",12%,764139515,2577 Artisan Street
E00224,"AGIN,  LAURA J",POLICE OFFICER,3/10/1977,F,"119,399.00",12%,729187125,4 Morning Alley
E00225,"AGNEW,  ANTONIO E",POOL MOTOR TRUCK DRIVER,8/24/1980,F,"91,376.00",10%,772875325,394 Chinook Lane
E00226,"AGOSTA,  JOSEPH J",POLICE OFFICER (ASSIGNED AS DETECTIVE),9/30/1971,F,"67,902.00",15%,721315105,563 Kedzie Lane
E00227,"AGOSTINELLI,  MICHAEL A",FIREFIGHTER (PER ARBITRATORS AWARD),4/17/1978,M,"112,143.00",10%,761241646,8040 Pond Court
E00228,"AGOSTO,  HECTOR I",POLICE OFFICER/EXPLSV DETECT K9 HNDLR,9/5/1983,F,"118,092.00",9%,766817259,180 Old Shore Hill
E00229,"AGREDANO,  MARIO ",BRIDGE OPERATOR,4/12/1970,F,"112,282.00",9%,765671856,458 Grayhawk Lane
E00230,"AGRON,  EDUARDO ",SERGEANT,7/24/1981,M,"134,316.00",13%,713085819,004 Petterle Drive
E00231,"AGRON,  EDWIN ",POLICE OFFICER,2/26/1984,M,"133,053.00",15%,727211942,4 Pierstorff Road
E00232,"AGSALUD,  FERNAN S",SANITATION LABORER,6/10/1993,F,"100,182.00",11%,768641516,3 Summit Drive
E00233,"AGSALUD JR,  JUANITO S",SANITATION LABORER,1/18/1970,F,"122,840.00",8%,714254597,7138 Ridgeway Pass
E00234,"AGUADA,  GILBERT GLENN ",POLICE OFFICER,6/12/1981,M,"145,980.00",11%,772279800,53073 Cardinal Street
E00235,"AGUAS,  ALEX ",POLICE OFFICER,11/4/1979,F,"110,379.00",10%,721142084,92890 Jana Street
E00236,"AGUAYO,  BRAULIO ",FIREFIGHTER-EMT,10/30/1975,M,"71,956.00",9%,766248610,4209 Meadow Valley Street
E00237,"AGUAYO,  LUIS A",FIREFIGHTER-EMT,3/15/1990,M,"101,396.00",9%,726904126,714 8th Plaza
E00238,"AGUET,  PHILLIP R",SENIOR EMERGENCY MANAGEMENT COORD,7/6/1978,F,"72,038.00",15%,771567978,9 Lien Circle
E00239,"AGUIAR,  WILLIAM M",ASST CORPORATION COUNSEL SUPVSR,3/4/1972,F,"114,875.00",15%,777240487,1 Schmedeman Hill
E00240,"AGUILAR,  ALFREDO ",DISTRICT SUPVSR - GRAFFITI REMOVAL SERVICES,5/31/1984,F,"144,232.00",10%,768492663,87493 Bellgrove Lane
E00241,"AGUILAR,  EFRAIN ",SANITATION LABORER,3/19/1994,M,"142,128.00",8%,726493432,71844 Eggendart Lane
E00242,"AGUILAR,  ELMA M",ANIMAL CARE AIDE I,1/31/1971,M,"86,537.00",15%,761542436,4417 Helena Way
E00243,"AGUILAR,  ESTHER ",COORD OF SPECIAL PROJECTS,11/2/1973,M,"143,824.00",12%,767512481,2859 Leroy Terrace
E00244,"AGUILAR,  EVARISTO P",POOL MOTOR TRUCK DRIVER,5/18/1976,F,"110,305.00",12%,726417479,720 Mayfield Plaza
E00245,"AGUILAR,  IRENE ",SANITATION CLERK,3/15/1980,M,"125,577.00",9%,777822984,693 Dorton Place
E00246,"AGUILAR,  JESUS D",PARAMEDIC I/C,8/8/1977,F,"131,689.00",12%,727189103,92921 Browning Road
E00247,"AGUILAR,  JUANITA ",POOL MOTOR TRUCK DRIVER,3/4/1987,M,"134,845.00",8%,768162852,3371 Memorial Park
E00248,"AGUILAR,  JUANITA M",EDITORIAL ASST,3/23/1972,M,"67,664.00",11%,723864193,37242 Service Trail
E00249,"AGUILAR,  KARINA D",SERGEANT,3/31/1974,F,"148,424.00",8%,761284940,31 Mariners Cove Trail
E00250,"AGUILAR,  LOUIS ",SENIOR CLERK-ELECTIONS,6/16/1983,F,"143,868.00",8%,768363388,43474 Clemons Pass
E00251,"AGUILAR,  LUIS ",POLICE OFFICER,11/28/1975,M,"62,236.00",9%,768577583,00 Armistice Trail
E00252,"AGUILAR,  RAY R",POLICE OFFICER,6/1/1985,F,"125,545.00",12%,717366318,563 Melvin Circle
E00253,"AGUILAR,  RICARDO L",ANIMAL CONTROL OFFICER,4/21/1977,M,"109,808.00",12%,722029922,4613 La Follette Plaza
E00254,"AGUILAR,  ROBERT ",MOTOR TRUCK DRIVER,12/9/1985,F,"109,914.00",8%,728146071,2 High Crossing Avenue
E00255,"AGUILERA,  HORACIO ",POLICE OFFICER,11/16/1979,F,"43,563.00",15%,767695811,533 6th Plaza
E00256,"AGUILERA,  JESUS ",SANITATION LABORER,11/27/1979,M,"126,937.00",9%,777630417,3 Old Gate Way
E00257,"AGUILERA,  JUAN A",STREET LIGHT REPAIR WORKER,6/3/1992,F,"57,180.00",10%,763609416,08422 Eagle Crest Plaza
E00258,"AGUILERA,  LINDA M",POLICE OFFICER,3/6/1987,F,"42,952.00",14%,763865669,95 Dahle Center
E00259,"AGUILERA,  MARIA C",POLICE OFFICER,8/29/1993,M,"137,029.00",8%,728781391,16536 Graceland Pass
E00260,"AGUILERA,  SAUL ",POLICE OFFICER,1/5/1980,F,"128,907.00",13%,718732855,76783 Dryden Junction
E00261,"AGUILERA,  TONY ",MOTOR TRUCK DRIVER,2/22/1972,F,"145,468.00",15%,768154718,364 Carioca Plaza
E00262,"AGUINAGA,  JOHN P",POLICE OFFICER,11/11/1982,F,"77,272.00",10%,727842617,2670 South Lane
E00263,"AGUINAGA,  MEGAN E",POLICE OFFICER,6/4/1979,F,"145,875.00",12%,768635523,4 Butternut Junction
E00264,"AGUIRRE,  ALEX ",SANITATION LABORER,6/26/1984,F,"108,910.00",12%,76916680,27 Spenser Junction
E00265,"AGUIRRE,  ANTHONY J",POLICE OFFICER,6/19/1987,F,"45,468.00",11%,717199227,1896 Weeping Birch Street
E00266,"AGUIRRE,  ENRIQUE ",POLICE OFFICER,6/11/1988,F,"100,254.00",12%,713452216,2 Waxwing Road
E00267,"AGUIRRE,  GUADALUPE ",ADMINISTRATIVE SERVICES OFFICER II,3/11/1987,F,"131,818.00",15%,714537351,2818 Northridge Place
E00268,"AGUIRRE,  GUADALUPE G",POLICE OFFICER,4/5/1972,M,"149,050.00",12%,716499156,0224 Reindahl Plaza
E00269,"AGUIRRE,  JOSEPH R",POLICE OFFICER (ASSIGNED AS DETECTIVE),4/1/1984,M,"70,232.00",8%,714114742,8540 Stang Lane
E00270,"AGUIRRE,  JUAN M",POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),6/27/1991,M,"111,238.00",9%,714503487,9520 Sundown Alley
E00271,"AGUIRRE,  JULIAN J",POOL MOTOR TRUCK DRIVER,3/30/1979,M,"112,449.00",11%,716296569,79063 Meadow Valley Trail
E00272,"AGUIRRE,  PABLO ",POLICE OFFICER / FLD TRNG OFFICER,7/18/1974,F,"113,728.00",9%,778206222,57879 Buell Pass
E00273,"AGUIRRE,  RAMIRO ",SERGEANT,12/19/1992,F,"133,229.00",13%,729238747,19 Hanover Point
E00274,"AGUIRRE-RIVERA,  ALAN ",POLICE OFFICER,3/4/1972,M,"60,645.00",15%,773435683,5970 Lotheville Terrace
E00275,"AGUIRRE,  ROBERT J",LOAD DISPATCHER,3/20/1992,F,"85,629.00",9%,712076144,3 Harper Place
E00276,"AGUIRRE,  TANYA L",POLICE OFFICER,6/7/1973,M,"126,810.00",10%,728648729,745 Hayes Parkway
E00277,"AGYEKUM,  KOFI ",PROGRAMMER/ANALYST,6/22/1971,F,"62,668.00",13%,725397275,7646 Kingsford Terrace
E00278,"AHARANWA,  ALEXANDER E",LIBRARIAN I,5/23/1979,F,"133,752.00",14%,779900134,0951 6th Drive
E00279,"AHEARN,  DORY E",POLICE OFFICER,6/15/1990,F,"105,933.00",12%,716523575,146 Muir Plaza
E00280,"AHERN,  MICHAEL J",FIRE ENGINEER,5/4/1972,M,"42,511.00",15%,775757753,44 Claremont Way
E00281,"AHERN,  PATRICK J",FIREFIGHTER,1/5/1994,F,"41,962.00",9%,72242023,4892 Pearson Place
E00282,"AHERN,  SCOTT E",POLICE OFFICER,12/7/1982,M,"64,439.00",14%,719393205,31325 Ramsey Place
E00283,"AHERN,  SEAN ",POLICE OFFICER,4/21/1994,M,"56,125.00",12%,777458192,4175 Mockingbird Parkway
E00284,"AHLGRIM,  MICHAEL L",FIREFIGHTER-EMT,8/24/1994,F,"126,275.00",13%,723834871,0417 Myrtle Lane
E00285,"AHLHEIM,  MARGARET L",LIEUTENANT-EMT,5/2/1989,F,"86,856.00",12%,724715896,89 Elgar Crossing
E00286,"AHMAD,  FADI M",POLICE OFFICER,11/4/1971,F,"60,720.00",8%,768488772,32376 Ludington Drive
E00287,"AHMAD,  FAROOQ ",LABORER,12/13/1975,F,"123,014.00",11%,761953623,41 Colorado Parkway
E00288,"AHMAD,  MUSA ",POLICE OFFICER,8/3/1970,F,"66,105.00",8%,767211779,64984 Southridge Park
E00289,"AHMED,  KHALID ",CHIEF PROGRAMMER/ANALYST,1/15/1987,F,"75,719.00",8%,77489238,3 Stone Corner Street
E00290,"AHMED,  MOHAMMAD A",PARKING ENFORCEMENT AIDE,3/31/1973,F,"139,628.00",15%,766646595,80 Dixon Way
E00291,"AHMED,  MOHAMMED K",POLICE OFFICER,11/12/1976,M,"61,926.00",12%,779274105,790 Longview Terrace
E00292,"AHMED,  NAEEMA ",CHIEF VOUCHER EXPEDITER,10/24/1973,F,"52,555.00",14%,774829022,1706 Kingsford Alley
E00293,"AHMED,  NAFEES ",DEPUTY COMMISSIONER,2/15/1990,M,"86,734.00",12%,773693264,7680 Esch Street
E00294,"AHMED,  QUAZI S",CRIMINAL HISTORY ANALYST,10/18/1994,M,"67,829.00",14%,761699895,27 Calypso Park
E00295,"AHMED,  RIZWANA P",SENIOR RESEARCH ANALYST,11/2/1981,F,"90,355.00",14%,761672567,37365 Del Sol Alley
E00296,"AHMED,  SHAHRUKH Z",DATA ENTRY OPERATOR,12/13/1974,M,"64,727.00",11%,71580551,306 Tony Hill
E00297,"AHMED,  SYED ",FIELD SERVICE SPECIALIST II,3/11/1971,M,"63,137.00",12%,724930898,98246 Badeau Junction
E00298,"AICH,  ABRAHAM A",POLICE OFFICER,4/8/1984,M,"94,708.00",11%,716243136,3 Glendale Plaza
E00299,"AICH,  ALVARO A",POLICE OFFICER,3/29/1970,M,"67,475.00",8%,718743080,81 Carpenter Avenue
E00300,"AIKENS,  BRADLEY K",CAPTAIN-EMT,8/26/1986,F,"52,858.00",11%,779731214,396 Tomscot Place
E00301,"AIKENS,  CATHERINE ",PERSONAL COMPUTER OPERATOR I,7/4/1984,F,"125,224.00",11%,728144077,5139 Parkside Terrace
E00302,"AIKENS,  CLORA M",PUBLIC HEALTH NURSE IV,4/21/1985,M,"146,151.00",9%,712851944,711 Kropf Lane
E00303,"AIKIN JR,  LAWRENCE J",POLICE OFFICER,9/2/1984,M,"128,536.00",15%,724847208,001 Valley Edge Hill
E00304,"AIKONEDO,  PAUL E",PROJECTS ADMINISTRATOR,2/9/1970,F,"81,312.00",12%,726748256,35 Hintze Avenue
E00305,"AIMERS,  JAMES ",POLICE OFFICER,1/15/1988,F,"107,624.00",9%,779412457,3 Fisk Alley
E00306,"AIMONOVITCH,  AMY ",LIBRARIAN I,3/15/1978,M,"123,210.00",8%,779605360,768 Welch Court
E00307,"AINUDDIN,  SAL N",MOTOR TRUCK DRIVER,8/4/1970,M,"45,197.00",11%,728929556,0434 Mandrake Street
E00308,"AINUDDIN,  ZAHID N",MOTOR TRUCK DRIVER,9/30/1973,M,"123,087.00",10%,721950898,4307 Graedel Junction
E00309,"AITKEN,  CAMUHOO R",POOL MOTOR TRUCK DRIVER,4/2/1971,F,"87,029.00",15%,768002247,8 Victoria Alley
E00310,"AJZYK,  EDWARD G",PRINCIPAL CLERK-ELECTIONS,9/21/1994,M,"122,559.00",14%,761591,5914 New Castle Circle
E00311,"AKANA,  MARK S",POLICE OFFICER/EXPLSV DETECT K9 HNDLR,1/8/1988,F,"124,568.00",13%,728124212,85874 Dixon Trail
E00312,"AKERS,  DEREC A",FIREFIGHTER-EMT,1/17/1990,M,"139,130.00",9%,728260562,89 Myrtle Park
E00313,"AKERSON,  WILLIE D",POLICE OFFICER,8/12/1974,F,"62,158.00",14%,771079310,5 Veith Hill
E00314,"AKERSON,  WILLIE L",POLICE OFFICER,2/26/1989,M,"122,983.00",15%,776808756,5 Moose Street
E00315,"AKHTAR,  SAEED ",ASST CITY TREASURER,6/12/1975,M,"130,671.00",13%,777172979,49710 Colorado Pass
E00316,"AKHTAR,  SYED J",OPERATING ENGINEER-GROUP A,12/16/1971,F,"98,240.00",13%,728561327,18 Blackbird Park
E00317,"AKINBUSUYI,  AYOKUNLE ",POLICE OFFICER,11/30/1983,F,"98,233.00",14%,714764344,760 Stang Parkway
E00318,"AKINS,  DARYL ",POLICE OFFICER,7/12/1971,M,"46,980.00",11%,762264492,50249 Autumn Leaf Terrace
E00319,"AKINS,  KIMBERLY L",POLICE OFFICER,1/7/1994,M,"115,062.00",12%,72489830,3904 Nova Crossing
E00320,"AKINS,  LISA ",SANITATION LABORER,5/21/1983,F,"128,297.00",13%,763376806,4349 Independence Lane
E00321,"AKINS,  LOU ANN ",POOL MOTOR TRUCK DRIVER,1/26/1972,M,"118,857.00",11%,728369931,43 Barnett Hill
E00322,"AKINS,  MONICA E",POLICE OFFICER,5/22/1991,M,"70,674.00",8%,776764112,41 Hauk Street
E00323,"AKINS,  ROBIN G",POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),5/18/1986,M,"118,258.00",11%,765180099,73034 Reindahl Park
E00324,"ALAGNA,  ANTHONY J",POLICE COMMUNICATIONS OPERATOR I,2/19/1990,M,"135,993.00",10%,773940676,22 Schmedeman Point
E00325,"ALAGNA,  STEVEN O",POLICE OFFICER,8/5/1973,F,"138,486.00",8%,77402704,79399 Bashford Way
E00326,"ALAGNO,  THOMAS ",POLICE OFFICER,11/17/1993,F,"65,394.00",10%,764594929,06 Ronald Regan Parkway
E00327,"AL AMIN,  HASAN M",POLICE OFFICER,2/24/1989,M,"123,818.00",12%,765504627,2130 Hayes Circle
E00328,"AL AMIN,  HASSAN ",POLICE OFFICER,1/1/1990,M,"130,344.00",11%,716252486,08460 Scofield Terrace
E00329,"AL AMIN,  MAHASIN I",COMMUNICABLE DISEASE CONTROL INVESTIGATOR II,3/21/1989,M,"134,492.00",14%,763883792,80 Waxwing Court
E00330,"ALAMO,  ROBERTO G",FIREFIGHTER,3/25/1980,F,"113,874.00",8%,727151135,0949 Thierer Alley
E00331,"ALAM,  SYED S",ACCOUNTANT II,6/27/1974,M,"50,824.00",13%,77661947,67957 Killdeer Parkway
E00332,"ALANIS,  JOSE E",POLICE OFFICER (ASSIGNED AS DETECTIVE),12/28/1972,M,"40,856.00",15%,725417499,4129 Pepper Wood Drive
E00333,"ALANIS,  OSCAR ",MACHINIST (AUTOMOTIVE),8/2/1973,F,"68,111.00",12%,723200045,761 Sunbrook Crossing
E00334,"ALANIS,  ROBERT ",POLICE OFFICER,8/7/1986,F,"105,673.00",9%,778075859,90412 Mayer Alley
E00335,"ALANIZ,  BRIAN ",POLICE OFFICER,11/28/1983,M,"121,689.00",11%,77281051,57 Lotheville Way
E00336,"ALANIZ,  CHERI ",POLICE OFFICER,5/18/1986,M,"140,662.00",11%,774603918,647 Cardinal Center
E00337,"ALANIZ,  ELIZABETH ",POLICE OFFICER,7/3/1990,M,"70,476.00",8%,712343896,25982 Fieldstone Avenue
E00338,"ALANIZ,  MICHAEL R",POLICE OFFICER,7/23/1981,F,"90,459.00",9%,773850729,071 Pearson Terrace
E00339,"ALANIZ,  SANDRA ",ADMINISTRATIVE ASST III,8/17/1984,F,"145,492.00",15%,779639832,95466 Transport Drive
E00340,"ALANZO,  SHARON ",PUBLIC HEALTH NURSE I,11/16/1991,F,"95,947.00",12%,779396929,4 Stone Corner Street
E00341,"ALARCON,  LUIS J",LOAN PROCESSING SPECIALIST,8/8/1990,F,"48,090.00",13%,777383371,210 Saint Paul Parkway
E00342,"ALATORRE,  FRANK J",POLICE OFFICER,7/13/1991,M,"72,466.00",13%,717991951,7 Magdeline Point
E00343,"ALBAKRI,  FARES ",POLICE OFFICER,10/30/1980,M,"41,490.00",10%,721120083,6397 Sutteridge Circle
E00344,"ALBANO,  MARC N",FIREFIGHTER-EMT,8/30/1979,F,"106,396.00",13%,726961219,09 Artisan Drive
E00345,"ALBARILLO,  VERBENA S",PUBLIC HEALTH NUTRITIONIST III,4/16/1980,M,"43,702.00",9%,76481099,1362 Cambridge Avenue
E00346,"ALBARRAN,  ALBERTO S",POLICE OFFICER,4/15/1989,F,"148,957.00",13%,728487758,16562 Shelley Crossing
E00347,"ALBARRAN,  DAISY ",LIBRARY ASSOCIATE,10/15/1988,F,"77,897.00",13%,713003790,99 Aberg Trail
E00348,"ALBARRAN,  FABIAN ",FIREFIGHTER-EMT,3/12/1971,M,"107,493.00",9%,767335290,10 Quincy Junction
E00349,"ALBARRAN,  FRANK J",COORDINATING FIRE COMMUNICATIONS OPERATOR,7/26/1977,M,"137,899.00",10%,761993873,6 Fordem Junction
E00350,"ALBA,  SAUL B",MOTOR TRUCK DRIVER,8/10/1981,M,"98,186.00",15%,772679709,60 Corben Center
E00351,"ALBERT,  DONNA ",POLICE OFFICER,10/1/1985,F,"122,700.00",10%,724188964,1949 Corscot Trail
E00352,"ALBERT III,  THOMAS M",FIREFIGHTER/PARAMEDIC,11/21/1985,M,"129,839.00",10%,722594892,61913 Crowley Crossing
E00353,"ALBERT,  LOUIS ",SANITATION LABORER,9/29/1979,F,"139,008.00",9%,713131972,59 Coolidge Circle
E00354,"ALBERTS,  DONNA M",REVENUE INVESTIGATOR II,7/31/1974,M,"87,159.00",14%,76857863,06 Vera Trail
E00355,"ALBIN,  RAYMOND M",EQUIPMENT DISPATCHER,2/28/1979,F,"71,616.00",10%,726081567,77714 Cottonwood Hill
E00356,"ALBIZUREZ,  HECTOR F",POLICE OFFICER,3/4/1972,F,"101,854.00",13%,717555615,42358 Spohn Trail
E00357,"ALBRECHT,  DANIEL R",MACHINIST (AUTOMOTIVE),11/8/1975,M,"113,434.00",12%,765432557,6882 Transport Way
E00358,"ALBRECHT,  DAWN M",POLICE OFFICER / FLD TRNG OFFICER,9/19/1993,M,"70,773.00",9%,764825492,2472 Dennis Avenue
E00359,"ALBRIGHT,  KEITH E",FIRE ENGINEER-EMT,5/14/1971,F,"142,533.00",10%,721177826,82675 Arapahoe Way
E00360,"ALBRITTON,  JOSEPH A",DEPUTY COMMISSIONER,7/10/1980,F,"129,402.00",13%,71207321,5534 Waubesa Court
E00361,"ALCALA,  DAVID A",POLICE OFFICER,11/9/1989,M,"116,424.00",15%,768635951,0 Kensington Hill
E00362,"ALCALA,  JOSE P",CONSTRUCTION LABORER,1/15/1970,F,"115,687.00",11%,779835983,9285 Gale Place
E00363,"ALCALA,  RUBEN ",SANITATION LABORER,2/9/1975,M,"122,487.00",10%,762404432,834 Milwaukee Plaza
E00364,"ALCANTAR,  CELIA ",ACCOUNTING TECHNICIAN III,5/25/1977,F,"103,818.00",12%,768179680,41858 Bellgrove Road
E00365,"ALCANTAR,  DENISE G",POOL MOTOR TRUCK DRIVER,5/21/1984,F,"46,095.00",15%,778169273,54 Loomis Alley
E00366,"ALCANTAR,  RAMIRO ",LAMP MAINTENANCE WORKER,2/17/1990,M,"53,802.00",12%,777773489,5 Elka Pass
E00367,"ALCARAZ,  ANGEL G",ASST CORPORATION COUNSEL,1/12/1990,M,"122,310.00",15%,773096705,6406 Meadow Ridge Trail
E00368,"ALCAUTER,  BELEN ",POLICE OFFICER,6/30/1983,M,"143,529.00",8%,763817581,42 Grim Center
E00369,"ALCAUTER,  ELIASARD ",FIREFIGHTER-EMT,9/24/1987,M,"44,574.00",14%,762601117,30 Rutledge Center
E00370,"ALCAZAR,  ANTOINETTE ",POLICE OFFICER,9/9/1988,M,"44,869.00",11%,711385182,3 Lighthouse Bay Parkway
E00371,"ALCAZAR,  DAVID E",POLICE OFFICER,11/14/1983,F,"58,395.00",15%,72349373,93 Russell Hill
E00372,"ALCAZAR,  GUADALUPE R",PUBLIC HEALTH NURSE II,10/20/1981,M,"122,139.00",13%,776822610,5419 Caliangt Avenue
E00373,"ALCAZAR,  VICTOR A",POLICE OFFICER,12/22/1984,M,"60,448.00",11%,77647578,3731 Manufacturers Point
E00374,"ALCOZER,  JOSEPH ",TRAFFIC SIGNAL REPAIRMAN,8/4/1986,M,"136,541.00",13%,728177927,6570 Dunning Center
E00375,"ALDAHONDO,  GIL A",POLICE OFFICER,7/7/1973,F,"45,084.00",9%,771376863,00 Barnett Plaza
E00376,"ALDANA,  CARLOS J",POLICE OFFICER,9/5/1982,F,"136,555.00",15%,768580347,46 Warrior Street
E00377,"ALDANA,  J F",CONSTRUCTION LABORER,7/21/1981,F,"123,113.00",14%,763992780,8511 Waxwing Crossing
E00378,"ALDERDEN,  JACOB M",LIEUTENANT,4/21/1975,F,"140,173.00",15%,715128439,9 Homewood Pass
E00379,"ALDRICH,  JEFFREY S",POLICE OFFICER (ASSIGNED AS DETECTIVE),4/2/1971,M,"132,991.00",14%,764437468,17 Kinsman Park
E00380,"ALDRIDGE,  JENNIFER L",POLICE OFFICER,8/29/1985,M,"53,789.00",13%,717341222,206 Ridgeway Way
E00381,"ALDUGOM,  NABIL K",SANITATION CLERK,12/16/1985,F,"95,959.00",9%,726510484,044 Memorial Alley
E00382,"ALDWORTH,  JAMES P",LIEUTENANT-EMT,1/27/1976,F,"72,729.00",11%,718670886,242 Blaine Terrace
E00383,"ALEGADO,  ROBERTO S",POLICE OFFICER,11/16/1976,F,"81,941.00",12%,765894171,768 Del Sol Hill
E00384,"ALEGADO,  SAMUEL M",OPERATING ENGINEER-GROUP C,5/19/1989,M,"88,738.00",9%,718247462,1 Gina Drive
E00385,"ALEGRE,  DAVID ",POLICE OFFICER,4/27/1985,F,"122,332.00",15%,772429065,69342 Daystar Place
E00386,"ALEGRIA,  ARTURO M",POLICE OFFICER,,M,"110,909.00",13%,72147341,7 Springs Point
E00387,"ALEGRIA,  CRISTINA G",CLERK - BD OF ELECTIONS,,F,"138,881.00",11%,726385161,05 Manitowish Park
E00388,"ALEJANDRO,  JESSE ",POLICE OFFICER,,M,"46,833.00",10%,721647804,9 Jana Alley
E00389,"ALEJO,  JUAN A",TESTING SPECIALIST,,F,"136,418.00",8%,719493528,496 Amoth Park
E00390,"ALEJO,  LUIS F",POLICE OFFICER,,M,"144,747.00",15%,767415288,68224 Maryland Way
E00391,"ALEMAN,  GEORGE ",FIREFIGHTER-EMT,,F,"67,409.00",13%,764030074,3642 Tony Avenue
E00392,"ALEMZADEH,  ABDOLREZA ",FILTRATION ENGINEER II,,F,"56,468.00",13%,721286624,1 Nevada Place
E00393,"ALEQUIN,  ANA I",PROPERTY CUSTODIAN,,F,"112,493.00",14%,768486393,77527 Darwin Road
E00394,"ALESIA,  JOSEPH ",AIRPORT MANAGER - O'HARE,,M,"60,253.00",13%,762319125,50 Barnett Way
E00395,"ALESZCZYK,  ADAM S",POLICE TECHNICIAN,,M,"94,966.00",11%,766654775,69 Crowley Circle
E00396,"ALEXA,  MICHELENE A",SERGEANT,,M,"111,135.00",9%,769338112,95360 Sage Terrace
E00397,"ALEXANDER,  CALVIN ",POOL MOTOR TRUCK DRIVER,,F,"63,818.00",9%,764139676,48 International Way
E00398,"ALEXANDER,  CLEMMIE ",LABORER,,F,"139,109.00",15%,766108529,6458 Upham Avenue
E00399,"ALEXANDER,  DANA ",DEPUTY CHIEF,,F,"62,634.00",13%,728321813,34 Schurz Pass
E00400,"ALEXANDER,  DARIUS Q",POLICE OFFICER,,M,"53,932.00",12%,712225317,0 Graedel Place
E00401,"ALEXANDER,  DARLENE ",POLICE OFFICER,,M,"72,479.00",13%,771771179,84864 John Wall Crossing
E00402,"ALEXANDER,  EARL ",DETENTION AIDE,,M,"69,726.00",13%,771796332,0 Graedel Plaza
E00403,"ALEXANDER,  JAMES P",AMBULANCE COMMANDER,,M,"112,385.00",9%,763034374,9 Bunting Street
E00404,"ALEXANDER JR,  GENE I",POLICE OFFICER,,M,"137,188.00",10%,711564121,5935 Petterle Terrace
E00405,"ALEXANDER,  KEVIN ",PLUMBER,,F,"40,321.00",10%,768048232,30 Sunbrook Circle
E00406,"ALEXANDER,  KIMBERLY T",POLICE OFFICER,,F,"109,738.00",13%,774577617,0 Wayridge Point
E00407,"ALEXANDER,  LARRON H",POLICE OFFICER,,F,"79,699.00",14%,718391229,6 Bluestem Center
E00408,"ALEXANDER,  MARK A",SANITATION LABORER,,F,"133,702.00",15%,723080596,9525 Barnett Lane
E00409,"ALEXANDER,  PATRICIA L",PARKING ENFORCEMENT AIDE,,M,"89,506.00",8%,7620985,9059 Morrow Crossing
E00410,"ALEXANDER,  RACQUEL L",TRAFFIC ENFORCEMENT TECH,,M,"79,566.00",11%,718490955,0651 Messerschmidt Pass
E00411,"ALEXANDER,  ROSS J",POLICE OFFICER,,F,"148,628.00",12%,721097818,2 Walton Parkway
E00412,"ALEXANDER,  SAMUEL M",FIELD SUPVSR,,M,"98,855.00",8%,719694121,9 Victoria Road
E00413,"ALEXANDER,  SARAH B",LIBRARIAN I,,M,"120,511.00",12%,719015937,2 Welch Crossing
E00414,"ALEXANDER,  VERONICA J",SANITATION LABORER,,F,"42,741.00",15%,718830597,8780 Union Street
E00415,"ALEXANDER,  WENDY R",RECRUITER,,F,"126,825.00",9%,721407067,0 Stang Place
E00416,"ALEXE,  ELENA ",POLICE OFFICER,,F,"53,707.00",11%,71805960,0373 Morning Point
E00417,"AL FARAH,  TENA A",POLICE OFFICER,,F,"142,469.00",11%,714380849,802 Hoepker Junction
